sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary,Placed
5018,F,91.82,Others,76.22,Others,Science,73.67,Sci&Tech,No,83.84,Mkt&HR,65.54,Placed,349749.259823577,Yes
5019,F,82.91,Others,70.21,Others,Science,52.45,Comm&Mgmt,Yes,81.89,Mkt&HR,74.43,Placed,210986,Yes
5020,F,98.64,Others,97.79,Central,Arts,69.84,Comm&Mgmt,Yes,65.21,Mkt&Fin,60.61,Placed,349749.259823577,Yes
5021,M,66.32,Others,80.06,Others,Commerce,88.94,Arts,Yes,87.82,Mkt&Fin,58.04,Placed,349749.259823577,Yes
5022,F,75.1,Central,95.09,Central,Arts,50.61,Sci&Tech,No,70.8,Mkt&HR,50.45,Not Placed,349749.259823577,No
5023,M,98.17,Central,82.77,Central,Science,72.03,Comm&Mgmt,Yes,91.76,Mkt&HR,54.13,Placed,425043,Yes
5024,F,71.17,Others,88.78,Others,Commerce,71.46,Arts,Yes,75.15,Mkt&Fin,76.75,Placed,473126,Yes
5025,M,62.8,Others,75.17,Others,Commerce,82.84,Arts,No,57.34,Mkt&HR,50.78,Not Placed,349749.259823577,No
5026,M,71.33,Central,73.54,Others,Arts,53.02,Sci&Tech,Yes,57.64,Mkt&HR,78.68,Not Placed,349749.259823577,No
5027,M,88.47,Others,56.4,Others,Arts,99.64,Sci&Tech,Yes,61.24,Mkt&Fin,79.73,Not Placed,349749.259823577,No
5028,F,51.32,Others,86.51,Central,Commerce,92.31,Comm&Mgmt,Yes,50.3,Mkt&HR,86.88,Not Placed,349749.259823577,No
5029,F,98.12,Others,99.95,Others,Commerce,59.13,Comm&Mgmt,Yes,59.87,Mkt&HR,56.46,Placed,450183,Yes
5030,F,96.41,Central,93.12,Central,Commerce,98.86,Comm&Mgmt,No,50.14,Mkt&Fin,51.25,Not Placed,349749.259823577,No
5031,F,84.95,Others,73.69,Central,Commerce,68.23,Arts,Yes,59.71,Mkt&HR,87.58,Not Placed,349749.259823577,No
5032,M,86.41,Others,90.72,Central,Arts,78.14,Sci&Tech,No,72.02,Mkt&HR,77.28,Not Placed,349749.259823577,No
5033,M,68.19,Central,64.31,Others,Arts,78.89,Comm&Mgmt,No,50.41,Mkt&Fin,90.55,Placed,349749.259823577,Yes
5034,M,80.28,Others,79.56,Others,Science,63.54,Arts,Yes,75.89,Mkt&Fin,50.01,Not Placed,325121,No
5035,F,62.6,Others,72.35,Central,Science,77.43,Arts,No,65.16,Mkt&HR,93.71,Placed,349749.259823577,Yes
5036,M,82.23,Central,73.72,Others,Arts,84.69,Comm&Mgmt,Yes,68.84,Mkt&HR,50.39,Not Placed,349749.259823577,No
5037,M,50.13,Others,76.91,Central,Science,62.97,Comm&Mgmt,Yes,82.42,Mkt&Fin,73.18,Not Placed,349749.259823577,No
5038,M,84.78,Central,63.45,Others,Commerce,79.32,Comm&Mgmt,No,93.63,Mkt&HR,69.19,Not Placed,349749.259823577,No
5039,M,91.17,Central,95.99,Others,Commerce,50.85,Arts,No,75.5,Mkt&Fin,67.91,Not Placed,480223,No
5040,M,60.8,Central,83.51,Central,Commerce,52.59,Comm&Mgmt,No,75.47,Mkt&HR,69.02,Not Placed,380749,No
5041,F,54.41,Others,94.1,Others,Commerce,75.71,Sci&Tech,No,71.44,Mkt&Fin,80.51,Not Placed,349749.259823577,No
5042,M,91.63,Central,72.13,Central,Arts,58.75,Sci&Tech,No,58.37,Mkt&Fin,61.96,Placed,349749.259823577,Yes
5043,F,89.97,Others,79.82,Others,Commerce,61.93,Comm&Mgmt,Yes,83.86,Mkt&Fin,66.47,Placed,349749.259823577,Yes
5044,F,71.42,Central,60.24,Central,Commerce,62.63,Comm&Mgmt,Yes,98.07,Mkt&HR,51.24,Placed,349749.259823577,Yes
5045,F,73.8,Central,81.19,Others,Arts,81.99,Arts,Yes,88.78,Mkt&HR,96.41,Not Placed,349749.259823577,No
5046,F,71.26,Others,97.56,Others,Science,68.17,Sci&Tech,Yes,89.57,Mkt&Fin,59.37,Not Placed,349749.259823577,No
5047,M,71.1,Others,97.6,Central,Science,74.18,Sci&Tech,No,93.13,Mkt&HR,86.64,Placed,236760,Yes
5048,F,84.12,Central,72.58,Others,Arts,80.71,Arts,No,90.88,Mkt&Fin,80.32,Not Placed,349749.259823577,No
5049,F,82.03,Others,52.71,Central,Commerce,55.77,Sci&Tech,No,99.36,Mkt&Fin,88.13,Placed,349749.259823577,Yes
5050,F,56.58,Others,93.18,Central,Science,94.04,Sci&Tech,No,56.3,Mkt&HR,90.75,Placed,349749.259823577,Yes
5051,M,77.67,Others,80.55,Central,Science,67.74,Comm&Mgmt,Yes,92.59,Mkt&Fin,73.94,Placed,348666,Yes
5052,M,50.03,Central,82.26,Others,Science,88.02,Arts,Yes,93.85,Mkt&HR,97.58,Not Placed,420486,No
5053,M,73.83,Others,86.25,Others,Commerce,54.03,Sci&Tech,Yes,87.95,Mkt&HR,82.83,Not Placed,349749.259823577,No
5054,M,77.56,Others,99.12,Others,Commerce,97.77,Comm&Mgmt,Yes,57.69,Mkt&HR,50.88,Not Placed,349749.259823577,No
5055,F,56,Central,81.57,Central,Arts,90.48,Arts,No,73.25,Mkt&Fin,71.61,Placed,349749.259823577,Yes
5056,F,80.48,Central,81,Central,Arts,93.27,Sci&Tech,Yes,79.06,Mkt&HR,86.94,Not Placed,221474,No
5057,F,83.81,Others,87,Others,Commerce,79.9,Sci&Tech,No,90.96,Mkt&HR,96.25,Not Placed,349749.259823577,No
5058,F,72.36,Others,92.68,Central,Science,97.8,Arts,No,66.81,Mkt&Fin,74.79,Not Placed,349749.259823577,No
5059,F,92.11,Central,92.38,Central,Arts,56.12,Comm&Mgmt,No,71.28,Mkt&HR,93.92,Not Placed,349749.259823577,No
5060,M,58.71,Others,93.31,Others,Arts,95.07,Comm&Mgmt,No,75.74,Mkt&Fin,75.88,Not Placed,349749.259823577,No
5061,F,81.1,Central,73.78,Central,Commerce,85.1,Comm&Mgmt,Yes,84.96,Mkt&HR,90.73,Placed,408481,Yes
5062,M,76.46,Others,56.85,Central,Science,57.34,Comm&Mgmt,No,76.75,Mkt&HR,51.33,Not Placed,498391,No
5063,F,54.82,Central,71.23,Others,Commerce,65.9,Sci&Tech,No,65.76,Mkt&HR,94.16,Placed,349749.259823577,Yes
5064,F,63.77,Central,69.68,Central,Commerce,62.58,Arts,No,73.16,Mkt&HR,97.75,Placed,403209,Yes
5065,M,97.67,Central,73.2,Others,Commerce,68.21,Sci&Tech,No,52.26,Mkt&HR,89.31,Not Placed,349749.259823577,No
5066,F,80.77,Central,76.21,Central,Science,88.43,Comm&Mgmt,No,54.18,Mkt&Fin,57.53,Placed,349749.259823577,Yes
5067,F,95.59,Others,75.01,Central,Science,97.76,Arts,No,85.87,Mkt&Fin,65.06,Not Placed,238655,No
5068,F,81.29,Central,59.68,Central,Arts,62.44,Comm&Mgmt,No,81.11,Mkt&Fin,76.53,Not Placed,349749.259823577,No
5069,F,84.56,Others,82.39,Others,Science,75.6,Comm&Mgmt,Yes,82.42,Mkt&Fin,71.98,Placed,349749.259823577,Yes
5070,F,66.22,Central,90.19,Central,Science,87.13,Comm&Mgmt,Yes,78.53,Mkt&Fin,88.1,Placed,349749.259823577,Yes
5071,M,64.54,Others,86.91,Central,Commerce,94.55,Arts,Yes,71.5,Mkt&HR,75.13,Not Placed,349749.259823577,No
5072,M,62.97,Central,83.41,Others,Commerce,96.61,Arts,Yes,64.36,Mkt&HR,85.8,Not Placed,349749.259823577,No
5073,M,97.24,Central,75.72,Others,Commerce,99.28,Sci&Tech,Yes,72.23,Mkt&HR,97.88,Not Placed,270006,No
5074,F,96.46,Central,73.2,Central,Science,74.7,Comm&Mgmt,No,76.61,Mkt&HR,64.51,Placed,349749.259823577,Yes
5075,M,55.93,Others,97.52,Others,Commerce,81.43,Comm&Mgmt,Yes,54.63,Mkt&HR,89.81,Not Placed,403531,No
5076,F,97.8,Central,50.51,Others,Science,67.15,Arts,Yes,69.83,Mkt&HR,83.74,Placed,349749.259823577,Yes
5077,M,83.5,Central,79.77,Others,Commerce,62.48,Arts,Yes,53.78,Mkt&HR,89.14,Not Placed,349749.259823577,No
5078,F,85.11,Central,95.49,Others,Arts,77.77,Arts,Yes,79.48,Mkt&HR,74.13,Placed,438371,Yes
5079,M,69.15,Central,78.27,Others,Commerce,75,Sci&Tech,No,63.24,Mkt&HR,89.75,Placed,479981,Yes
5080,F,79.44,Others,81.6,Central,Science,52.83,Arts,No,50.37,Mkt&Fin,87.36,Placed,349749.259823577,Yes
5081,F,56.27,Central,63.88,Others,Commerce,69.43,Comm&Mgmt,No,79.35,Mkt&HR,59.01,Not Placed,349749.259823577,No
5082,M,66.08,Central,93.71,Central,Arts,67.21,Sci&Tech,No,63.15,Mkt&HR,61.77,Not Placed,349749.259823577,No
5083,M,73.68,Central,55.34,Others,Arts,79.59,Comm&Mgmt,No,66.53,Mkt&Fin,88.81,Placed,409627,Yes
5084,M,69.04,Others,82.65,Central,Arts,78.16,Arts,Yes,67.14,Mkt&HR,98.69,Not Placed,349749.259823577,No
5085,F,87.05,Others,82.29,Others,Science,69.17,Sci&Tech,Yes,87.1,Mkt&Fin,63.1,Not Placed,349749.259823577,No
5086,F,98.21,Central,85.83,Central,Arts,98.51,Sci&Tech,Yes,95.15,Mkt&HR,56.99,Placed,349749.259823577,Yes
5087,F,63.56,Others,73.65,Others,Arts,64.59,Comm&Mgmt,No,91.62,Mkt&Fin,98.87,Placed,203724,Yes
5088,F,99.11,Others,50.31,Central,Arts,89.07,Arts,Yes,98.4,Mkt&HR,83.88,Not Placed,349749.259823577,No
5089,F,56.2,Central,75.1,Central,Arts,53.86,Arts,Yes,61.3,Mkt&Fin,97.53,Not Placed,349749.259823577,No
5090,F,68.46,Others,94.84,Central,Science,54.79,Arts,No,86.14,Mkt&Fin,95.73,Placed,349749.259823577,Yes
5091,M,80.33,Others,58.1,Central,Arts,55.27,Comm&Mgmt,No,88.42,Mkt&Fin,87,Placed,324531,Yes
5092,F,63.33,Central,93,Central,Arts,81.54,Arts,No,90.38,Mkt&HR,65.7,Placed,349749.259823577,Yes
5093,F,65.69,Central,97.8,Central,Science,62.52,Arts,Yes,75.5,Mkt&Fin,56.73,Not Placed,253534,No
5094,M,53.08,Others,75.39,Central,Commerce,66.66,Arts,No,85.88,Mkt&Fin,71.83,Placed,349749.259823577,Yes
5095,M,80.18,Others,98.66,Central,Arts,79.77,Comm&Mgmt,Yes,77,Mkt&Fin,94.51,Placed,349749.259823577,Yes
5096,M,69,Others,75.03,Central,Science,88.34,Sci&Tech,Yes,67.75,Mkt&HR,67.43,Placed,349749.259823577,Yes
5097,M,76.53,Others,54.58,Others,Science,83.68,Comm&Mgmt,No,69.16,Mkt&Fin,60.21,Not Placed,242800,No
5098,M,98.31,Others,53.64,Others,Science,62.77,Arts,Yes,51.87,Mkt&Fin,88.08,Not Placed,349749.259823577,No
5099,M,65.18,Central,87.71,Others,Commerce,76.26,Arts,Yes,52.42,Mkt&HR,91.96,Not Placed,349749.259823577,No
5100,F,71.65,Central,93.28,Central,Science,84.85,Arts,Yes,55.08,Mkt&HR,93.15,Not Placed,349749.259823577,No
5101,F,58.64,Central,53.36,Central,Science,72.16,Comm&Mgmt,Yes,98.49,Mkt&Fin,95.7,Placed,349749.259823577,Yes
5102,M,60.7,Others,86.88,Central,Commerce,51.91,Arts,No,69.33,Mkt&HR,76.96,Not Placed,349749.259823577,No
5103,F,87.96,Central,60.51,Central,Arts,54.54,Arts,Yes,55.83,Mkt&HR,53.12,Not Placed,349749.259823577,No
5104,M,83.73,Central,67.59,Others,Science,65.18,Arts,No,74.17,Mkt&HR,77.1,Not Placed,349749.259823577,No
5105,M,61.05,Central,55.7,Central,Commerce,84.83,Comm&Mgmt,Yes,85.31,Mkt&Fin,68.89,Not Placed,349749.259823577,No
5106,M,98.26,Others,95.94,Central,Commerce,70.15,Sci&Tech,Yes,96.16,Mkt&Fin,68.01,Placed,349749.259823577,Yes
5107,M,85.24,Central,53.31,Central,Science,67.3,Comm&Mgmt,No,87.02,Mkt&HR,75.22,Not Placed,341583,No
5108,M,87.06,Others,55.95,Central,Commerce,55.39,Arts,No,75.09,Mkt&Fin,50.2,Not Placed,349749.259823577,No
5109,F,73.33,Central,86.33,Others,Arts,85.73,Sci&Tech,Yes,55.98,Mkt&Fin,51.5,Not Placed,349749.259823577,No
5110,M,89.02,Others,96.79,Others,Commerce,91.78,Comm&Mgmt,No,57.43,Mkt&Fin,73.2,Not Placed,349749.259823577,No
5111,M,52.59,Others,50.52,Central,Commerce,50.31,Sci&Tech,No,60.15,Mkt&Fin,73.3,Placed,349749.259823577,Yes
5112,M,84.32,Others,78.36,Central,Commerce,97.51,Comm&Mgmt,Yes,53.12,Mkt&HR,66.15,Placed,349749.259823577,Yes
5113,M,66.84,Others,98.05,Others,Science,69.26,Sci&Tech,No,93.44,Mkt&Fin,79.57,Not Placed,349749.259823577,No
5114,M,70.87,Others,79.29,Others,Science,66.33,Comm&Mgmt,Yes,91.93,Mkt&Fin,52.32,Not Placed,349749.259823577,No
5115,F,88.11,Others,62.2,Others,Commerce,82.39,Comm&Mgmt,Yes,96.6,Mkt&Fin,80.63,Not Placed,349749.259823577,No
5116,M,56.69,Others,62.13,Central,Science,78.97,Arts,No,59.12,Mkt&Fin,72.53,Not Placed,493522,No
5117,F,67.53,Others,94.14,Others,Science,71.93,Comm&Mgmt,Yes,89.17,Mkt&Fin,62.5,Placed,349749.259823577,Yes
5118,F,98.97,Others,68.64,Central,Arts,63.88,Comm&Mgmt,Yes,73.37,Mkt&Fin,68.27,Placed,349749.259823577,Yes
5119,M,86.18,Others,64.13,Central,Science,63.09,Arts,Yes,70.34,Mkt&HR,83.12,Not Placed,429063,No
5120,F,56.73,Central,84.95,Central,Science,98.98,Arts,No,75.74,Mkt&HR,83.1,Placed,349749.259823577,Yes
5121,F,64.11,Central,87.74,Others,Arts,66.34,Arts,No,80.26,Mkt&Fin,88.29,Not Placed,254333,No
5122,M,53.34,Central,59.76,Central,Science,97.25,Comm&Mgmt,Yes,98.45,Mkt&Fin,74.06,Placed,349749.259823577,Yes
5123,F,74.57,Others,75.2,Central,Science,99.58,Arts,Yes,54.43,Mkt&HR,63.61,Placed,490917,Yes
5124,M,94.33,Central,81.31,Central,Science,97.71,Comm&Mgmt,Yes,53.6,Mkt&HR,72.62,Placed,349749.259823577,Yes
5125,F,91.16,Others,70.74,Others,Arts,66.81,Comm&Mgmt,Yes,96.76,Mkt&HR,54.42,Placed,349749.259823577,Yes
5126,M,71.98,Central,80.09,Others,Commerce,99.9,Sci&Tech,Yes,57.17,Mkt&HR,80.77,Not Placed,349749.259823577,No
5127,F,55.4,Central,64.53,Central,Arts,86.01,Arts,No,61.99,Mkt&Fin,51.45,Placed,315724,Yes
5128,F,80.08,Central,81.15,Central,Science,69.81,Comm&Mgmt,Yes,87.1,Mkt&Fin,83.05,Placed,349749.259823577,Yes
5129,F,73.4,Central,87.76,Others,Arts,66.25,Arts,Yes,55.85,Mkt&HR,85.38,Not Placed,349749.259823577,No
5130,F,59.34,Central,65.84,Others,Science,80.23,Comm&Mgmt,Yes,56.67,Mkt&Fin,67.2,Not Placed,349749.259823577,No
5131,M,61.14,Central,77.27,Central,Science,61.99,Arts,Yes,92.21,Mkt&Fin,55.13,Not Placed,349749.259823577,No
5132,M,79.01,Others,54.16,Central,Arts,52.66,Sci&Tech,Yes,79.72,Mkt&HR,87.2,Placed,349749.259823577,Yes
5133,M,60.75,Others,77.49,Central,Commerce,90.43,Arts,Yes,92.23,Mkt&HR,85.54,Not Placed,349749.259823577,No
5134,M,62.19,Central,63.72,Central,Science,55.94,Sci&Tech,Yes,57.88,Mkt&Fin,81.41,Placed,349749.259823577,Yes
5135,F,99.4,Central,79.83,Others,Arts,55.86,Sci&Tech,No,59.8,Mkt&HR,88.23,Placed,349749.259823577,Yes
5136,F,55.55,Central,96.39,Others,Science,83.24,Sci&Tech,No,90.57,Mkt&Fin,87.68,Not Placed,447453,No
5137,M,68.96,Others,74.44,Central,Science,71.33,Sci&Tech,Yes,83.54,Mkt&HR,61.45,Placed,370172,Yes
5138,F,60.81,Others,90.94,Central,Commerce,81.14,Sci&Tech,Yes,62.01,Mkt&HR,76.15,Placed,349749.259823577,Yes
5139,F,59.9,Central,82.99,Others,Arts,74.47,Comm&Mgmt,Yes,56.44,Mkt&HR,67.94,Not Placed,250797,No
5140,M,60.23,Others,93.01,Central,Arts,76.85,Arts,No,96.02,Mkt&HR,73.96,Not Placed,349749.259823577,No
5141,M,76.82,Others,59.13,Others,Arts,90.87,Arts,No,77.96,Mkt&Fin,93.23,Placed,429245,Yes
5142,F,88.84,Others,57.73,Others,Commerce,96.38,Comm&Mgmt,Yes,63.1,Mkt&Fin,94.38,Placed,349749.259823577,Yes
5143,M,60.23,Central,81.67,Central,Science,52.63,Comm&Mgmt,No,60.26,Mkt&Fin,79.91,Not Placed,349749.259823577,No
5144,F,78.64,Others,61.9,Others,Arts,87.26,Arts,No,83.34,Mkt&Fin,77.27,Placed,349749.259823577,Yes
5145,F,89.69,Central,87.72,Central,Arts,85.52,Comm&Mgmt,No,82.8,Mkt&HR,96.54,Placed,349749.259823577,Yes
5146,F,68.14,Others,92.12,Others,Commerce,69.55,Arts,Yes,71.26,Mkt&Fin,84.36,Not Placed,349749.259823577,No
5147,M,91.96,Central,76.56,Central,Science,54.26,Comm&Mgmt,Yes,50.86,Mkt&HR,55.5,Not Placed,349749.259823577,No
5148,M,71.93,Others,83.31,Others,Commerce,87.65,Comm&Mgmt,No,79.87,Mkt&Fin,85.72,Placed,349749.259823577,Yes
5149,M,83.78,Central,54.42,Others,Science,86.43,Comm&Mgmt,Yes,97.71,Mkt&Fin,97.62,Not Placed,331830,No
5150,M,68.41,Central,80.95,Others,Commerce,82.6,Sci&Tech,No,60.81,Mkt&HR,98.65,Placed,237253,Yes
5151,F,60.71,Others,78.4,Central,Arts,90.29,Comm&Mgmt,Yes,71.75,Mkt&Fin,85.66,Placed,349749.259823577,Yes
5152,F,82.19,Others,90.09,Central,Science,86.41,Comm&Mgmt,No,77.39,Mkt&HR,93.09,Not Placed,349749.259823577,No
5153,M,82.43,Others,58.82,Others,Arts,96.91,Comm&Mgmt,No,89,Mkt&Fin,80.93,Placed,349749.259823577,Yes
5154,F,67.72,Others,66.95,Central,Arts,53.94,Comm&Mgmt,No,86.43,Mkt&Fin,57.92,Placed,264650,Yes
5155,M,69.76,Central,92.74,Central,Arts,65.69,Arts,Yes,62.07,Mkt&HR,73.33,Placed,372511,Yes
5156,M,73.93,Others,54.61,Central,Science,76,Arts,No,89.55,Mkt&Fin,77.23,Not Placed,385131,No
5157,M,63.67,Central,85.12,Central,Arts,60.46,Comm&Mgmt,Yes,51.01,Mkt&Fin,68.92,Placed,398104,Yes
5158,F,69.28,Others,89.85,Central,Commerce,88.34,Comm&Mgmt,No,85.5,Mkt&HR,55.61,Placed,349749.259823577,Yes
5159,F,94.62,Central,94.53,Central,Science,93.72,Arts,Yes,53.38,Mkt&HR,88.53,Placed,345411,Yes
5160,M,77.83,Central,71.75,Others,Science,95.25,Sci&Tech,No,64.32,Mkt&HR,73.9,Not Placed,349749.259823577,No
5161,M,50.99,Others,95.22,Others,Science,62.59,Sci&Tech,Yes,89.79,Mkt&HR,56.54,Placed,349749.259823577,Yes
5162,M,56.26,Central,69.97,Others,Arts,97.53,Comm&Mgmt,Yes,63.43,Mkt&HR,79.88,Not Placed,349749.259823577,No
5163,F,62.13,Central,67.25,Others,Commerce,69.23,Arts,No,53.93,Mkt&HR,56.1,Not Placed,349749.259823577,No
5164,F,70.5,Central,98.5,Others,Science,93.9,Comm&Mgmt,Yes,60.1,Mkt&HR,52.45,Placed,349749.259823577,Yes
5165,F,93.6,Central,75.99,Others,Arts,87.86,Comm&Mgmt,No,54,Mkt&Fin,97.8,Placed,344072,Yes
5166,M,95.76,Central,85.4,Central,Arts,76.77,Comm&Mgmt,Yes,70.67,Mkt&Fin,92.3,Not Placed,349749.259823577,No
5167,M,59.6,Central,74.56,Central,Commerce,87.76,Sci&Tech,No,58.34,Mkt&Fin,62.77,Placed,349749.259823577,Yes
5168,F,63.31,Others,69.6,Others,Commerce,72.97,Sci&Tech,Yes,50.04,Mkt&Fin,69,Not Placed,375254,No
5169,F,71.99,Central,97.8,Central,Science,65.66,Sci&Tech,No,98.3,Mkt&Fin,96.16,Placed,349749.259823577,Yes
5170,F,86.27,Central,84.89,Central,Science,81.16,Arts,No,81.16,Mkt&HR,77.53,Not Placed,349749.259823577,No
5171,M,95.29,Central,64.06,Others,Science,85.35,Arts,No,65.92,Mkt&HR,81.14,Placed,349749.259823577,Yes
5172,M,56.05,Central,95.23,Central,Commerce,96.41,Comm&Mgmt,Yes,70.14,Mkt&Fin,93.38,Placed,349749.259823577,Yes
5173,F,89.33,Central,81.01,Others,Science,92.42,Arts,No,55.4,Mkt&HR,75.3,Not Placed,377140,No
5174,F,64.96,Others,71.09,Central,Science,60.71,Comm&Mgmt,No,59.6,Mkt&Fin,53.79,Placed,349749.259823577,Yes
5175,F,89.82,Central,99.42,Others,Arts,72.7,Sci&Tech,No,62.29,Mkt&HR,92.75,Not Placed,239499,No
5176,M,85.19,Others,74.24,Central,Science,95.67,Sci&Tech,No,56.5,Mkt&HR,59.66,Placed,436632,Yes
5177,F,74.04,Others,55.58,Others,Commerce,90.19,Sci&Tech,No,81.87,Mkt&HR,92.88,Placed,349749.259823577,Yes
5178,M,57.92,Central,94.49,Others,Science,62.15,Sci&Tech,No,53.84,Mkt&HR,95.95,Placed,349749.259823577,Yes
5179,M,96.06,Central,94.31,Central,Commerce,56.17,Sci&Tech,No,59.6,Mkt&HR,72.85,Placed,349749.259823577,Yes
5180,M,95.05,Others,92.05,Others,Arts,81.85,Comm&Mgmt,No,97.97,Mkt&HR,84.91,Not Placed,349749.259823577,No
5181,F,65.38,Others,81.23,Central,Commerce,95.75,Sci&Tech,Yes,64.77,Mkt&Fin,94.4,Placed,233527,Yes
5182,F,72.42,Others,74.51,Others,Arts,91.68,Arts,No,93.41,Mkt&HR,69.99,Not Placed,349749.259823577,No
5183,F,82.65,Central,92.61,Central,Arts,62.31,Arts,No,61.88,Mkt&HR,54.36,Not Placed,349749.259823577,No
5184,F,95.03,Others,89.05,Central,Science,77.3,Sci&Tech,Yes,90.06,Mkt&Fin,59.11,Not Placed,479098,No
5185,F,95.7,Central,89.37,Central,Science,99.73,Sci&Tech,Yes,94.99,Mkt&Fin,98.96,Placed,349749.259823577,Yes
5186,F,52.26,Others,97.8,Central,Arts,68.74,Comm&Mgmt,Yes,54.58,Mkt&HR,63.16,Not Placed,349749.259823577,No
5187,F,86.93,Others,59.14,Others,Arts,84.46,Comm&Mgmt,No,94.15,Mkt&Fin,90.16,Not Placed,349749.259823577,No
5188,M,96.46,Others,86.23,Others,Arts,96.66,Comm&Mgmt,No,71.4,Mkt&Fin,56.87,Not Placed,349749.259823577,No
5189,F,59.99,Others,57.92,Others,Science,93.16,Comm&Mgmt,No,79.71,Mkt&Fin,78.67,Not Placed,349749.259823577,No
5190,M,94.62,Central,58.68,Others,Commerce,54.49,Arts,No,57.03,Mkt&Fin,50.97,Placed,349749.259823577,Yes
5191,F,73.85,Central,90.86,Central,Science,93.64,Comm&Mgmt,Yes,63.69,Mkt&HR,78.72,Placed,349749.259823577,Yes
5192,F,95.93,Central,74.54,Others,Commerce,56.81,Comm&Mgmt,No,67.41,Mkt&HR,91.31,Placed,349749.259823577,Yes
5193,F,96.75,Others,82.92,Others,Arts,57.38,Sci&Tech,No,75.03,Mkt&Fin,78.19,Not Placed,349749.259823577,No
5194,F,74.58,Others,89.62,Others,Arts,93.6,Sci&Tech,Yes,87.92,Mkt&Fin,66.42,Not Placed,349749.259823577,No
5195,F,74.48,Central,87.29,Others,Arts,59.86,Sci&Tech,Yes,62.17,Mkt&Fin,82.83,Not Placed,349749.259823577,No
5196,M,82.11,Others,70.33,Others,Arts,95.74,Sci&Tech,No,57.09,Mkt&HR,50.31,Not Placed,349749.259823577,No
5197,M,81.49,Central,59.89,Central,Commerce,53.23,Sci&Tech,Yes,55.24,Mkt&Fin,98.22,Placed,349749.259823577,Yes
5198,M,98.76,Others,94.91,Central,Arts,74.01,Arts,Yes,75.58,Mkt&HR,65.01,Placed,349749.259823577,Yes
5199,M,77.18,Others,88.79,Central,Commerce,89.5,Comm&Mgmt,No,52.92,Mkt&Fin,83.69,Placed,349749.259823577,Yes
5200,M,50.88,Others,75.21,Others,Commerce,93.94,Sci&Tech,Yes,65.75,Mkt&Fin,73.09,Placed,349749.259823577,Yes
5201,F,92.12,Others,73.06,Others,Arts,72.84,Arts,Yes,85.4,Mkt&HR,70.93,Not Placed,349749.259823577,No
5202,F,57.13,Central,53.14,Central,Commerce,78.05,Comm&Mgmt,No,89.23,Mkt&Fin,73.44,Placed,349749.259823577,Yes
5203,F,90.62,Others,77.73,Central,Arts,57.04,Comm&Mgmt,Yes,61.22,Mkt&Fin,57.55,Placed,349749.259823577,Yes
5204,F,82.07,Others,81.98,Others,Science,79.94,Arts,No,52.32,Mkt&Fin,82.6,Not Placed,349749.259823577,No
5205,M,78.74,Others,85.96,Others,Commerce,54.97,Sci&Tech,Yes,51.94,Mkt&Fin,60.77,Not Placed,323522,No
5206,F,91.68,Others,57.95,Central,Science,54.91,Sci&Tech,No,97.87,Mkt&Fin,86.02,Not Placed,398773,No
5207,F,72.56,Others,59.49,Others,Commerce,50.28,Sci&Tech,Yes,79.83,Mkt&Fin,99.29,Placed,349749.259823577,Yes
5208,M,62.34,Central,58.86,Others,Commerce,91.92,Sci&Tech,Yes,96.97,Mkt&Fin,74.75,Not Placed,349749.259823577,No
5209,M,83.87,Central,60.88,Central,Arts,62.83,Comm&Mgmt,No,70.43,Mkt&Fin,94.44,Placed,349749.259823577,Yes
5210,F,72.33,Others,98.07,Others,Commerce,52.8,Comm&Mgmt,Yes,58.17,Mkt&Fin,56.2,Not Placed,349749.259823577,No
5211,F,73.99,Others,53.38,Others,Arts,98.24,Comm&Mgmt,No,87.18,Mkt&Fin,52.34,Not Placed,371032,No
5212,F,55.28,Others,95.05,Others,Science,66.37,Arts,No,94.66,Mkt&Fin,64.06,Not Placed,349749.259823577,No
5213,F,59.16,Central,87.58,Others,Science,95.69,Sci&Tech,No,62.91,Mkt&Fin,87.42,Placed,349749.259823577,Yes
5214,F,52.06,Central,58.62,Others,Arts,83.58,Comm&Mgmt,Yes,75.01,Mkt&Fin,82.95,Placed,349749.259823577,Yes
5215,M,96.07,Central,89.01,Central,Commerce,77.58,Sci&Tech,No,57.72,Mkt&HR,70.95,Not Placed,349749.259823577,No
5216,F,70.59,Others,92.33,Central,Science,55.41,Comm&Mgmt,No,96.39,Mkt&Fin,67.19,Placed,349749.259823577,Yes
5217,M,56.7,Others,82.08,Central,Arts,94.04,Comm&Mgmt,No,88.73,Mkt&HR,70.66,Not Placed,349749.259823577,No
5218,F,58.68,Central,99.47,Central,Science,50.41,Sci&Tech,Yes,58.77,Mkt&Fin,64.88,Placed,398476,Yes
5219,M,72.87,Central,57.79,Others,Arts,82.42,Sci&Tech,Yes,73.67,Mkt&HR,91.26,Placed,349749.259823577,Yes
5220,M,76.13,Central,87.81,Central,Commerce,58.59,Arts,Yes,91.33,Mkt&Fin,57.31,Placed,349749.259823577,Yes
5221,M,84.4,Central,73.27,Others,Arts,99.24,Comm&Mgmt,Yes,93.9,Mkt&Fin,55.13,Placed,349749.259823577,Yes
